match_id,date,game_mode,queue_id,duration_sec,champion,team_position,win,kills,deaths,assists,kda,level,gold,damage,damage_taken,healing,vision_score,cs,summoner1Id,summoner2Id,items,perk_primary_style,perk_secondary_style
KR_7675091070,2025-06-10 12:21:50,CLASSIC,420,2525,Annie,UTILITY,True,14,7,35,7.0,18,18354,52945,42512,7612,153,72,14,4,"[3152, 3869, 3157, 4643, 3116, 3171, 3364]",8200,8300
KR_7675020886,2025-06-10 11:32:10,CLASSIC,420,2197,Sylas,MIDDLE,True,8,7,12,2.86,18,15267,40129,51856,16451,29,279,12,4,"[3152, 1058, 3157, 4633, 3171, 1058, 3364]",8000,8400
KR_7674996579,2025-06-10 11:05:40,CLASSIC,420,958,Irelia,MIDDLE,False,0,5,0,0.0,10,4834,5794,14967,4118,15,132,12,4,"[2031, 1001, 3153, 1036, 1055, 0, 3340]",8000,8300
KR_7674939074,2025-06-10 10:03:45,CLASSIC,420,1720,Irelia,MIDDLE,True,8,6,2,1.67,16,13793,27776,35794,17121,24,232,12,4,"[3181, 3153, 3173, 6333, 1055, 1043, 3340]",8000,8300
KR_7674896540,2025-06-10 09:19:43,CLASSIC,420,982,Poppy,UTILITY,True,2,2,7,4.5,7,4690,4101,5369,456,34,18,14,4,"[3869, 2031, 0, 3066, 3013, 1031, 3364]",8400,8300
KR_7674876399,2025-06-10 08:54:01,CLASSIC,420,921,Irelia,MIDDLE,True,2,1,1,3.0,11,6328,8036,10665,4263,15,149,12,4,"[2031, 3153, 2055, 3066, 1054, 3047, 3340]",8000,8300
KR_7674497791,2025-06-09 17:45:04,CLASSIC,420,2154,TwistedFate,MIDDLE,True,5,3,11,5.33,18,17671,38266,27220,8652,37,320,12,4,"[3094, 3173, 2420, 6657, 3089, 3100, 3363]",8300,8400
KR_7674470119,2025-06-09 16:48:10,CLASSIC,420,1926,Irelia,MIDDLE,True,5,6,9,2.33,18,15193,31246,38253,15101,26,260,12,4,"[3153, 3091, 0, 3111, 2501, 6333, 3364]",8000,8300
KR_7674430841,2025-06-09 16:05:52,CLASSIC,420,1442,Sylas,MIDDLE,False,5,7,2,1.0,14,10433,17496,26139,4473,9,173,12,4,"[3152, 4633, 1052, 3111, 1056, 3041, 3364]",8000,8400
KR_7674372800,2025-06-09 15:07:17,CLASSIC,420,1943,TwistedFate,MIDDLE,True,9,5,13,4.4,18,16239,24632,21995,3455,28,245,12,4,"[3157, 3100, 2065, 3094, 3170, 1082, 3363]",8300,8000
KR_7674217585,2025-06-09 13:15:22,CLASSIC,420,2242,TwistedFate,MIDDLE,True,8,4,22,7.5,18,19223,38911,38258,10777,29,270,12,4,"[3089, 3173, 3157, 3100, 3094, 3041, 3363]",8300,8400
KR_7674148485,2025-06-09 12:27:48,CLASSIC,420,1542,Azir,MIDDLE,False,5,8,3,1.0,15,11289,18337,19790,911,32,224,12,4,"[2055, 3115, 3157, 1082, 3020, 6653, 3363]",8000,8300
KR_7673529621,2025-06-08 17:43:02,CLASSIC,420,2099,Azir,MIDDLE,True,3,7,21,3.43,17,13163,43708,29666,5577,39,234,12,4,"[3115, 1082, 4630, 3020, 3089, 3116, 3363]",8000,8200
KR_7673504708,2025-06-08 17:04:10,CLASSIC,420,1561,Corki,MIDDLE,True,2,4,11,3.25,15,10697,24556,16951,4198,24,205,12,4,"[3086, 3078, 0, 3047, 1055, 3042, 3363]",8000,8300
KR_7673253039,2025-06-08 13:37:47,CLASSIC,420,1737,Corki,MIDDLE,False,7,5,3,2.0,15,13495,32339,25558,4219,20,247,12,4,"[3078, 3111, 3031, 3086, 1055, 3042, 3363]",8000,8400
KR_7673184544,2025-06-08 13:01:44,CLASSIC,420,1504,Zed,MIDDLE,False,7,3,1,2.67,15,11347,23044,16515,2063,27,195,12,4,"[6692, 3071, 0, 3161, 0, 3158, 3364]",8000,8400
KR_7672158834,2025-06-07 18:03:15,CLASSIC,420,1645,Gragas,UTILITY,False,2,7,10,1.71,11,7331,9666,27188,6769,83,32,14,4,"[3871, 2055, 3190, 3110, 3158, 0, 3364]",8300,8400
KR_7672113932,2025-06-07 17:18:31,CLASSIC,420,1214,Taliyah,MIDDLE,True,3,2,8,5.5,14,9547,13767,11148,611,13,187,12,4,"[3116, 3040, 3171, 1033, 1056, 1082, 3363]",8200,8400
KR_7672076236,2025-06-07 16:40:45,CLASSIC,420,1127,Annie,MIDDLE,True,5,1,5,10.0,12,7634,14739,11549,4304,15,135,12,4,"[6657, 1082, 0, 3158, 1056, 1026, 3340]",8200,8000
KR_7672062200,2025-06-07 16:31:08,CLASSIC,420,182,Taliyah,MIDDLE,False,0,1,0,0.0,2,850,1055,1762,330,1,10,12,4,"[2031, 2055, 0, 0, 1056, 0, 3340]",8200,8000
KR_7672005171,2025-06-07 15:52:53,CLASSIC,420,1192,Ahri,MIDDLE,True,10,1,5,15.0,14,10655,18421,10335,4575,18,174,12,4,"[0, 3171, 2420, 3118, 3100, 1082, 3364]",8100,8300
KR_7671885689,2025-06-07 14:48:26,CLASSIC,420,2469,Zoe,MIDDLE,True,8,5,14,4.4,18,16556,43500,27462,7341,58,256,12,4,"[4628, 6655, 3089, 3135, 1058, 3158, 3340]",8100,8200
KR_7671664141,2025-06-07 12:52:02,CLASSIC,420,1096,Taliyah,MIDDLE,True,9,2,5,7.0,12,9196,17761,11876,2501,21,134,12,4,"[6653, 3171, 0, 3040, 1056, 0, 3363]",8200,8000
KR_7671601006,2025-06-07 12:14:04,CLASSIC,420,1644,Zoe,MIDDLE,False,1,5,4,1.0,14,10081,23601,19122,2916,18,203,14,4,"[4628, 3158, 1058, 6655, 1058, 1082, 3363]",8100,8200
KR_7670710614,2025-06-06 17:59:56,CLASSIC,420,1417,Corki,MIDDLE,True,3,3,5,2.67,14,10044,20895,12702,2614,24,195,12,4,"[3078, 3042, 0, 3111, 1055, 3086, 3363]",8000,8400
KR_7670660881,2025-06-06 17:11:12,CLASSIC,420,1738,Ryze,MIDDLE,False,4,3,7,3.67,16,11882,24547,31149,4850,34,231,12,4,"[0, 6657, 3157, 3040, 1056, 3111, 3363]",8200,8400
KR_7670561488,2025-06-06 15:54:56,CLASSIC,420,1507,Nidalee,TOP,False,1,6,5,1.0,14,10438,14278,28384,7201,17,179,12,4,"[3111, 3078, 0, 6610, 1055, 2021, 3363]",8400,8300
KR_7670323990,2025-06-06 13:49:15,CLASSIC,420,1408,Viktor,MIDDLE,True,3,1,3,6.0,16,10351,19646,13588,4243,22,237,12,4,"[3173, 6657, 2421, 6653, 1056, 1082, 3363]",8200,8400
KR_7669181716,2025-06-05 17:08:23,CLASSIC,420,1541,Leblanc,MIDDLE,False,3,3,5,2.67,13,9239,23535,19659,4348,36,172,12,4,"[3089, 1082, 3171, 6655, 1056, 0, 3364]",8100,8000
KR_7669130874,2025-06-05 16:28:25,CLASSIC,420,1545,Taliyah,MIDDLE,False,4,4,3,1.75,14,10508,17062,16497,2942,42,223,12,4,"[3040, 6653, 1058, 1082, 1056, 3158, 3363]",8200,8000
KR_7669064080,2025-06-05 15:38:28,CLASSIC,420,1773,Akali,MIDDLE,False,1,6,2,0.5,15,9872,15019,31074,3889,15,222,12,4,"[3152, 4645, 1026, 3175, 1052, 1082, 3364]",8000,8400
KR_7668990305,2025-06-05 15:00:52,CLASSIC,420,1874,Vi,JUNGLE,False,2,3,11,4.33,15,11369,10332,33839,15287,46,229,11,4,"[6610, 3111, 2055, 3071, 3053, 0, 3364]",8000,8300
KR_7668079655,2025-06-04 19:02:36,CLASSIC,420,1798,Ryze,MIDDLE,False,2,5,8,2.0,16,12245,24777,27984,4932,34,252,12,4,"[1058, 3040, 3157, 6657, 1056, 3111, 3363]",8200,8400
KR_7668031665,2025-06-04 17:18:01,CLASSIC,420,1172,Sylas,MIDDLE,True,5,2,6,5.5,13,8634,20778,24952,12717,15,166,12,4,"[6657, 3171, 0, 4629, 1056, 0, 3364]",8000,8400
KR_7668007561,2025-06-04 16:40:15,CLASSIC,420,1384,Orianna,MIDDLE,True,3,0,14,17.0,16,11525,24068,11703,3046,23,225,12,4,"[3102, 3040, 3145, 3158, 1056, 1058, 3363]",8200,8000
KR_7667991295,2025-06-04 16:22:50,CLASSIC,420,101,Azir,MIDDLE,False,0,0,0,0.0,1,524,225,0,0,0,1,12,4,"[2003, 0, 0, 0, 1056, 0, 3340]",8000,8200
KR_7667948824,2025-06-04 15:37:19,CLASSIC,420,1896,Galio,MIDDLE,False,5,6,10,2.5,16,12434,23245,30060,3412,27,245,12,4,"[6664, 3111, 2420, 3041, 4633, 3916, 3364]",8400,8200
KR_7667898191,2025-06-04 14:51:20,CLASSIC,420,1926,Sylas,MIDDLE,False,3,9,5,0.89,16,11129,21970,42088,6901,18,210,12,4,"[4629, 6657, 1026, 1082, 4630, 3171, 3364]",8000,8400
